game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-18,719063,4,8,12,Andrew Navigato,685382,Brendon Davis,663478,davisbr04,Diego Rincones,665651,Austin Murr,689456,Andre Lipcius,686531,lipcian01,Michael Papierski,657709,papiemi01,Seth Stephenson,700931,Gage Workman,669398,Andrew Knapp,595284,knappan01,Victor Scott II,687363,scottvi01,Andrew Knizner,668800,kniznan01,Chase Pinder,676198,Kramer Robertson,670298,roberkr01,Tres Barrera,668663,barretr01,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Juniel Querecuto,578570,quereju01,Boyd,571510,boydma01,Brieske,689225,briesbe01,"Alexander, T",641302,alexaty01,"Castro, K",665645,castrke01,Liberatore,669461,liberma01,"Cabrera, G",650893,cabrege01,"Rodríguez, W",516853,rodriwi02,Loutos,702795,Misiewicz,664948,misiean01,"Suárez, An",605498,suarean01
