game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-29,641598,13,7,20,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Cullen Large,675925,Forrest Wall,657088,wallfo01,Jonathan Davis,641505,davisjo05,Joshua Palacios,641943,palacjo01,Miguel Hiraldo,677599,Phil Clarke,671287,Otto Lopez,672640,lopezot01,Rodolfo Durán,660710,Brad Miller,543543,millebr02,Darick Hall,669742,hallda02,Matt Joyce,459964,joycema01,Nick Maton,665155,matonni01,Luke Williams,663897,willilu01,Roman Quinn,596451,quinnro01,Bryson Stott,681082,stottbr01,Odúbel Herrera,546318,herreod01,Zeuch,643615,zeuchtj01,"Castro, A",621593,castran02,Merryweather,657240,merryju01,Romano,605447,romanjo03,Thornton,663423,thorntr01,Snead,669912,sneadki01,Eflin,621107,eflinza01,Neris,593576,nerishe01,Alvarado,621237,alvarjo03,Carr,682130,Hammer,670456,hammejd01,Coonrod,656322,coonrsa01,"Feliz, N",491703,felizne01
