game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID
2023-03-25,718955,7,8,15,Josue Huma,673045,Scott McKeon,685096,Luis Torrens,620443,torrelu01,BJ Murray Jr.,681230,Liam Spence,687608,Andy Garriola,696513,D.J. Artis,663600,Cole Roederer,680711,Felix Stevens,685474,Preston Palmeiro,641945,Jeremiah Jackson,669236,Joe Stewart,680396,Orlando Martinez,678636,Kyle Kasser,681143,Ben Gobbel,806534,Osmy Gregorio,668577,David Calabrese,683341,Anthony Mulrine,688226,Elías,606273,eliasro01,"Taylor, C",668954,Little,663893,littlbr02,Horn,690544,Correa,672550,Ueckert,681145,Bachman,696147,bachmsa01,Moore,519043,moorema02,Hernandez,669443,Tepera,572193,teperry01,Estévez,608032,estevca01,"Reyes, Ger",622103,reyesge01,"Webb, J",657097,webbja01,Torres,701539,Armstrong,678371
