game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-08-26,716841,2,6,8,Carlos Pérez,542208,perezca02,Nick Allen,669397,allenni02,Brent Rooker,667670,rookebr01,Zack Gelof,680869,gelofza01,Jonah Bride,681146,bridejo01,Esteury Ruiz,665923,ruizes01,Ryan Noda,676116,nodary01,Aledmys Díaz,649557,diazal02,Shea Langeliers,669127,langesh01,Lenyn Sosa,672820,sosale01,Yoán Moncada,660162,moncayo01,Korey Lee,686676,leeko01,Andrew Vaughn,683734,vaughan01,Andrew Benintendi,643217,beninan01,Tim Anderson,641313,anderti01,Trayce Thompson,572204,thomptr01,Eloy Jiménez,650391,jimenel02,Luis Robert Jr.,673357,roberlu01,Sears,676664,searsjp01,Erceg,668674,erceglu01,Toussaint,657053,toussto01,"Shaw, B",543766,shawbr01,"Lambert, J",669424,lambeji01,Peralta,671111,peralsa01,Bummer,607481,bummeaa01
