game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2024-03-06,748091,Tyrone Taylor,621438,tayloty01,Trayce Thompson,572204,thomptr01,Omar Narváez,553882,narvaom01,Brett Baty,683146,batybr01,Jose Iglesias,578428,iglesjo01,Mark Vientos,668901,vientma01,DJ Stewart,621466,stewadj01,Francisco Lindor,596019,lindofr01,Luke Voit,572228,voitlu01,Shay Whitcomb,694376,Grae Kessinger,666197,kessigr01,Corey Julks,667452,julksco01,Mauricio Dubón,643289,dubonma01,Joey Loperfido,694388,loperjo01,Jon Singleton,572138,singljo02,Kenedy Corona,685744,César Salazar,663967,salazce01,Yordan Alvarez,670541,alvaryo01,Quintana,500779,quintjo01,"Martinez, S",661527,martise01
