game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-03,748125,3,5,8,Christian Cairo,686551,Lorenzo Cedrola,661411,Raynel Delgado,669384,Bryan Lavastida,681526,lavasbr01,Milan Tolentino,675455,Chase DeLauter,800050,Jhonkensy Noel,678877,Petey Halpin,690984,Joe Naranjo,683172,Jefferson Rojas,800473,Bradlee Beesley,686977,Jorge Alfaro,595751,alfarjo01,Joe Hudson,621529,hudsojo03,Matt Shaw,807713,Matt Mervis,670223,mervima01,Brett Bateman,703520,David Bote,623520,boteda01,Kevin Alcántara,682634,"Allen, L.T.",671106,allenlo02,Curry,675540,curryxz01,Herrin,682120,herriti01,Gose,543238,gosean01,Oller,670124,ollerad01,Hendricks,543294,hendrky01,Neris,593576,nerishe01,Alzolay,640470,alzolad01,Palencia,694037,palenda01,"Escobar, Edw",546276,escobed02,Hodge,687863,hodgepo01,Wieck,623364,wieckbr01
