game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID,Home_P_10_Name,Home_P_10_ID
2023-03-03,719293,6,7,13,Greg Jones,675659,Grant Witherspoon,680710,Kyle Manzardo,700932,manzaky01,Austin Shenton,668853,shentau01,Niko Hulsizer,680881,Ruben Cardenas,665180,Tristan Gray,656484,graytr01,Blake Hunt,675448,Logan Driscoll,686482,Zach Britton,676309,Leo Jimenez,677870,Cam Eden,686490,edenca01,Phil Clarke,671287,Wynton Bernard,592144,bernawy01,Rainer Nunez,678742,Manuel Beltre,694202,Addison Barger,680718,bargead01,Damiano Palmegiani,671913,Rasmussen,656876,rasmudr01,Kelly,687330,kellyke02,Roberson,675963,Adam,592094,adamja01,Crick,605195,crickky01,Kelley,665001,kelletr01,Molina,683627,molinan01,Gausman,592332,gausmke01,Rees,682448,"Richards, T",670950,richatr01,"Hernandez, A",681753,Cimber,643256,cimbead01,"Jackson, J",543351,jacksja01,Fry,643316,frypa01,Zulueta,691172,Burnette,694787,Eisert,685126
