game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-20,719034,5,6,11,Junior Caminero,691406,caminju01,Shane Sasaki,687071,Grant Witherspoon,680710,Nick Dini,664926,dinini01,Ruben Cardenas,665180,Carson Williams,700246,Evan Edwards,657212,Tristan Gray,656484,graytr01,Carlos Colmenarez,694181,Braden Shewmake,669699,shewmbr01,Yolmer Sánchez,570560,sanchca01,Ehire Adrianza,501303,adriaeh01,Jordan Luplow,656669,luplojo01,Joe Hudson,621529,hudsojo03,Justin Dean,681909,Ryan Casteel,592205,Vaughn Grissom,687093,grissva01,Stephen Paolini,688500,Eflin,621107,eflinza01,Kelley,665001,kelletr01,Poche,621363,pocheco01,Faucher,676534,fauchca01,Hembree,592390,hembrhe01,Crick,605195,crickky01,Wright,657140,wrighky01,"Young, D",664849,youngda02,"Anderson, N",623433,anderni01,Smith-Shawver,700363,smithaj01,Yates,489446,yateski01,"Jiménez, J",641729,jimenjo02,Minter,621345,minteaj01
