game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID
745166,2024-06-08,5,6,11,138,St. Louis Cardinals,115,Colorado Rockies,27019,27004,Charlie Blackmon,453568,blackch02,Brenton Doyle,686668,doylebr02,Ezequiel Tovar,678662,tovarez01,Ryan McMahon,641857,mcmahry01,Elehuris Montero,660707,monteel01,Jacob Stallings,607732,stallja01,Jake Cave,595909,caveja01,Michael Toglia,669911,toglimi01,Masyn Winn,691026,winnma01,Alec Burleson,676475,burleal01,Paul Goldschmidt,502671,goldspa01,Nolan Gorman,669357,gormano01,Nolan Arenado,571448,arenano01,Brendan Donovan,680977,donovbr01,Iván Herrera,671056,herreiv01,Matt Carpenter,572761,carpema01,Kyle Gibson,502043,gibsoky01,Ryan Feltner,663372,feltnry01,Andrew Kittredge,552640,kittran01,Chris Roycroft,688297,roycrch01,Victor Vodnik,680767,vodnivi01,Jalen Beeks,656222,beeksja02,Tyler Kinley,641755,kinlety01
