game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-05-01,745670,4,4,Bryan Reynolds,668804,reynobr01,Oneil Cruz,665833,cruzon01,Edward Olivares,658668,olivaed02,Connor Joe,656582,joeco01,Ke'Bryan Hayes,663647,hayeske01,Jared Triolo,669707,triolja01,Andrew McCutchen,457705,mccutan01,Henry Davis,680779,davishe01,Jack Suwinski,669261,suwinja01,Lawrence Butler,671732,butlela01,Nick Allen,669397,allenni02,Max Schuemann,680474,schuema01,Esteury Ruiz,665923,ruizes01,Ryan Noda,676116,nodary01,Darell Hernaiz,687231,hernada04,Kyle McCann,668832,mccanky01,Shea Langeliers,669127,langesh01,JJ Bleday,668709,bledajj01,Priester,682990,priesqu01,Chapman,547973,chapmar01,Bednar,670280,bednada01,Stripling,548389,stripro01,McFarland,519008,mcfartj01,Adams,613534,adamsau02,"Jiménez, D",666204,jimenda01,"Kelly, M",547184,kellymi03,"Miller, M",695243,millema03
