game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-22,641632,2,7,9,Heliot Ramos,671218,ramoshe02,Patrick Bailey,672275,bailepa01,Steven Duggar,621453,duggast01,Joe McCarthy,663411,mccarjo04,Joey Bart,663698,bartjo01,Will Wilson,669717,Darin Ruf,573131,rufda01,Jason Krizan,607249,krizaja01,Jason Vosler,613564,vosleja01,Tim Beckham,542921,beckhti01,Nick Williams,608384,willini01,Matt Reynolds,608703,reynoma03,Marco Hernández,593523,hernama02,Yermín Mercedes,606213,merceye01,Leury García,544725,garcile02,Zach Remillard,621545,remilza01,Billy Hamilton,571740,hamilbi02,Danny Mendick,664901,mendida01,Gausman,592332,gausmke01,Wisler,605538,wislema01,"Rogers, Ty",643511,rogerty01,Alvarez,501625,alvarjo02,Leone,608678,leonedo01,"García, J",606424,garcija04,"Peralta, Wa",593974,peralwa01,Giolito,608337,giolilu01,Kopech,656629,kopecmi01,Bummer,607481,bummeaa01,Marshall,605359,marshev01,Burr,621114,burrry01
