game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-01,707046,6,6,Christopher Morel,666624,morelch01,P.J. Higgins,664731,higgipj01,Chase Strumpf,668664,Nelson Maldonado,663891,Darius Hill,675628,James Triantos,701649,Carlos Sepulveda,661148,Christian Donahue,656378,Nelson Velázquez,676369,velazne01,A.J. Vukovich,691021,Dominic Canzone,686527,canzodo01,Leandro Cedeño,660681,Alvin Guzman,682630,Wilderd Patiño,679741,Jorge Barrosa,678489,barrojo01,Buddy Kennedy,671083,kennebu01,Ryan Bliss,669208,Juan Graterol,492802,grateju01,Hendricks,543294,hendrky01,Norris,596057,norrida01,Martin,455119,martich02,Robertson,502085,roberda08,Bumgarner,518516,bumgama01,"Kennedy, I",453178,kenneia01,Poppen,664092,poppese01,Stumpo,686933,Ginkel,656464,ginkeke01
