game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2021-03-08,642001,2,2,4,Andrew Young,670370,youngan02,Trayce Thompson,572204,thomptr01,Stephen Vogt,519390,vogtst01,Jake McCarthy,664983,mccarja02,Geraldo Perdomo,672695,perdoge01,Jamie Ritchie,657739,Seth Beer,666179,beerse01,Juniel Querecuto,578570,quereju01,Stuart Fairchild,656413,faircst01,Chadwick Tromp,644433,trompch01,Hunter Bishop,666183,Luis Alexander Basabe,642772,basablu01,Marco Luciano,682617,luciama01,Joe McCarthy,663411,mccarjo04,Will Wilson,669717,Logan Wyatt,668824,Arismendy Alcántara,570489,alcanar01,Jason Vosler,613564,vosleja01,"Smith, C",592761,smithca03,"Young, Al",622065,youngal01,"Lopez, Y",661255,lopezyo01,"Aguilar, M",620396,aguilmi01,Moll,594580,mollsa01,Webb,657277,webblo01,Núñez,673380,nunezde01,"Jackson, J",543351,jacksja01,Sherfy,642073,sherfji01,Banda,607455,bandaan01,Bracho,611093,brachsi01,Yamaguchi,685493,yamagsh01,"Álvarez, Dan",656032
