game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-11,719162,4,2,6,Tanner Kirwer,647255,Brian O'Keefe,657247,okeefbr01,Kean Wong,642221,wongke01,Jacob Nottingham,641924,nottija01,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Leo Rivas,660844,rivasle01,Evan White,657108,whiteev01,Alberto Rodriguez,679754,Coco Montes,663796,monteco01,Grant Lavigne,680693,Drew Romo,691011,Brenton Doyle,686668,doylebr02,Zac Veen,691728,Connor Kaiser,663731,kaiseco01,Michael Toglia,669911,toglimi01,Nolan Jones,666134,jonesno01,Daniel Montano,665914,Flexen,623167,flexech01,Then,672730,thenju01,Gott,641627,gotttr01,Murfee,682171,murfepe01,McGee,668834,mcgeeea01,O'Brien,676617,obrieri01,Ureña,570632,urenajo01,Koch,571863,kochma01,Hand,543272,handbr01,Johnson,572955,johnspi01,Lamet,659275,lametdi01,Criswell,676105
