game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID
2024-03-23,747837,6,6,12,Kody Clemens,665019,clemeko01,Jim Haley,670113,Herbert Iser,666133,Baron Radcliff,676288,Carson Taylor,694930,Carlos De La Cruz,678926,Esteban Quiroz,606019,quiroes01,Símon Muzziotti,665922,muzzisi01,Trevor Schwecke,673893,Nelson Medina,678729,J.C. Escarra,641555,Max Burt,661733,Cole Gabrielson,702068,Carlos Narvaez,665966,Jesus Rodriguez,683679,Greg Allen,656185,allengr01,Jared Serna,691858,Jordan Groshans,677954,groshjo01,Turnbull,605513,turnbsp01,Brogdon,641401,brogdco01,"Ruiz, J",614179,ruizjo01,Bellatti,571479,bellaan01,Ash,680089,"Pinto, R",620982,pintori01,Schultz,669697,Rodón,607074,rodonca01,"Ramirez, N",598286,ramirni01,Marinaccio,676760,marinro01,Mosqueda,665996
