game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-12,719148,6,7,13,Angel Martínez,682657,Isaiah Greene,693309,Micah Pries,687588,Roman Quinn,596451,quinnro01,Jhonkensy Noel,678877,Tyler Freeman,671289,freemty01,Bryan Lavastida,681526,lavasbr01,Brayan Rocchio,677587,rocchbr01,José Tena,677588,tenajo01,CJ Alexander,680769,Dairon Blanco,680118,blancda02,Clay Dungan,687867,Luca Tresh,681123,Samad Taylor,669392,taylosa04,Nick Loftin,679845,loftini01,John Rave,670231,Parker Bates,687614,José Briceño,593993,bricejo01,Curry,675540,curryxz01,"Clase, E",661403,claseem01,Morgan,669212,morgael01,Herrin,682120,herriti01,Baragar,670056,baragca01,Bilous,663467,Lynch IV,663738,lynchda02,"Garrett, A",607237,garream01,"Clarke, T",664199,clarkta01,Coleman,669395,colemdy01,"Taylor, J",657031,taylojo02,Cuas,621016,cuasjo01,Monke,681387,Weiss,680802
