game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-17,707078,4,3,7,Lenyn Sosa,672820,sosale01,Joel Booker,664689,Wilber Sanchez,684712,Yermín Mercedes,606213,merceye01,Craig Dedelow,670286,Luis Mieses,672635,Xavier Fernández,641569,Yolbert Sanchez,691503,Oscar Colás,693049,colasos01,Josue Huma,673045,Owen Caissie,683357,Bradlee Beesley,686977,Pete Crow-Armstrong,691718,crowape01,Grayson Byrd,656282,Tyler Payne,665066,paynety01,Carlos Sepulveda,661148,Ed Howard,690992,Jacob Wetzel,689047,Kubat,665417,"Vargas, E",642496,"Pérez, A",680970,Schryver,676607,Freeman,673965,Hendricks,543294,hendrky01,"Abbott, C",676265,abbotco01,Wicks,696136,wicksjo01,Effross,664123,effrosc01,Palencia,694037,palenda01
