game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-04,719276,9,6,15,Chase Pinder,676198,Mike Antico,690443,Kramer Robertson,670298,roberkr01,Pedro Pagés,686780,pagespe02,Moisés Gómez,664332,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Taylor Motter,600301,motteta01,Jeremy De La Rosa,682707,Ildemaro Vargas,545121,vargail01,Jeter Downs,669023,downsje01,Leonel Valera,665987,Donovan Casey,661541,Brady Lindsly,686251,Matt Adams,571431,adamsma01,Joey Meneses,608841,menesjo01,Stone Garrett,656448,garrest01,Thomas,671162,Gallegos,606149,gallegi01,"Suárez, An",605498,suarean01,"Cabrera, G",650893,cabrege01,Naughton,676050,naughpa01,Walsh,673904,walshja02,Misiewicz,664948,misiean01,"Gray, Js",680686,grayjo03,Cavalli,676917,cavalca01,Colomé,517008,colomal01,"Peralta, Wi",503449,peralwi01,Kuhl,641771,kuhlch01,"Harris, H",665048,harriho02,Weems,607179,weemsjo01
