game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-24,718972,9,4,13,Yanquiel Fernandez,692585,Bladimir Restituyo,678837,Jonathan Morales,664966,Alan Trejo,676701,trejoal01,Michael Toglia,669911,toglimi01,Bret Boswell,641385,LJ Hatch,677928,Coco Montes,663796,monteco01,Gavin Hollowell,668970,holloga01,Zavier Warren,680518,Noah Campbell,668929,Brian Navarreto,640459,navarbr01,Lamar Sparks,676473,Monte Harrison,656509,harrimo01,Cam Devanney,687478,Gregory Barrios,699126,Robert Moore,691001,Hendry Mendez,694230,Márquez,608566,marquge01,Seabold,657756,seaboco01,Bird,656234,birdja01,Koch,571863,kochma01,Hollowell,668970,holloga01,Burnes,669203,burneco01,Bush,456713,bushma01,"Williams, D",642207,willide03,Small,663629,smallet01,Claudio,592222,claudal01,Mejía,650496,mejiaje02
