game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-18,706791,8,3,11,Joe Dunand,656388,dunanjo01,Erik González,570481,gonzaer01,Brian Miller,675649,millebr03,Troy Johnston,687859,Lorenzo Quintana,679727,Bryson Brigman,624417,Peyton Burdick,680814,burdipe01,JJ Bleday,668709,bledajj01,Alex Jackson,656577,jacksal02,Jake Noll,669738,nollja01,Andrew Young,670370,youngan02,Andrew Stevenson,664057,stevean01,Donovan Casey,661541,Tres Barrera,668663,barretr01,Richard Urena,620446,urenari01,Yadiel Hernandez,628450,hernaya01,Luis García Jr.,671277,garcilu04,Yasel Antuna,671276,"Alcantara, S",645261,alcansa01,Castano,641447,castada01,Poteet,547001,poteeco01,Bender,669622,bendean01,Guenther,674944,guentse01,"Rogers, J",642028,rogerjo01,"Ramírez, E",541640,ramirer02,Edwards Jr.,605218,edwarca01,Voth,608723,vothau01,Espino,502179,espinpa01,"Pérez, F",660906,perezfr01,"Thompson, M",666168,thompma02,Weems,607179,weemsjo01
