game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-20,641602,3,1,4,Breyvic Valera,591971,valerbr01,Riley Adams,656180,adamsri03,Logan Warmoth,657089,Forrest Wall,657088,wallfo01,Joshua Palacios,641943,palacjo01,Kevin Smith,675656,smithke05,Miguel Hiraldo,677599,Richard Urena,620446,urenari01,Tyler White,643603,whitety01,Michael Ynoa,573589,ynoami01,Darick Hall,669742,hallda02,Luis García,677593,Matt Vierling,663837,vierlma01,Mickey Moniak,666160,moniami01,Christian Bethancourt,542194,bethach01,Bryson Stott,681082,stottbr01,Ronald Torreyes,591720,torrero01,Johan Rojas,679032,rojasjo03,Matz,571927,matzst01,Yates,489446,yateski01,Chatwood,543022,chatwty01,Payamps,606303,payamjo01,Bergen,664157,bergetr01,Moore,519043,moorema02,Brogdon,641401,brogdco01,Warren,657092,Neris,593576,nerishe01,Alvarado,621237,alvarjo03,"Bradley, A",605151,bradlar01,"Ynoa, M",573589,ynoami01
