game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-02-29,748182,2,5,7,Hao-Yu  Lee,701678,Jake Holton,687724,Brady Allen,680918,Donny Sands,664848,sandsdo01,Daniel Cabrera,668667,Trei Cruz,669360,Josh Crouch,676509,Peyton Graham,689931,Cristian Santana,694184,Joe Dunand,656388,dunanjo01,Eddinson Paulino,682796,Alex Binelas,681323,Matthew Lugo,683090,Tyler Heineman,623168,heinety01,Christian Koss,683766,Tyler McDonough,694812,Karson Simas,689302,Kelvin Diaz,692556,Olson,681857,olsonre01,"Holton, T",663947,holtoty01,Vest,676684,vestwi01,Wolf,663684,Flores,695865,Hurter,676428,Whitlock,676477,whitlga01,Criswell,681867,criswco01,Luetge,476595,luetglu01,Shugart,663767,Politi,681555,Cellucci,676454
