game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-30,706878,4,5,9,Elly De La Cruz,682829,delacel01,Matt Lloyd,651016,Max Schrock,621011,schroma01,Quin Cotton,670199,Quincy McAfee,687331,Aristides Aquino,606157,aquinar01,TJ Hopkins,686759,hopkitj01,Leo Rivas,660844,rivasle01,Joey Votto,458015,vottojo01,Eric Thames,519346,thameer01,Seth Brown,664913,brownse01,Sean Murphy,669221,murphse01,Mickey McDonald,676782,mcdonmi01,Nate Mondou,670148,mondona01,Zack Gelof,680869,gelofza01,Max Schuemann,680474,schuema01,Shea Langeliers,669127,langesh01,Logan Davidson,669722,Gutierrez,661269,gutievl01,"Garcia, P",690345,Wilson,458677,wilsoju10,Cessa,570666,cessalu01,"Díaz, A",664747,diazal03,Moreta,664294,moretda01,Duarte,650960,duartda01,"Irvin, C",608344,irvinco01,Snead,669912,sneadki01,Puk,640462,pukaj01,"Jackson, Z",667427,jacksza02,"Jiménez, D",666204,jimenda01
