game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-09,748040,7,5,12,Cade Marlowe,687799,marloca01,Jonatan Clase,682729,clasejo01,Caleb Cali,687730,Morgan McCullough,668833,Aidan Smith,806223,Spencer Packard,689070,Tyler Locklear,682988,Ryan Bliss,669208,Jake Anchia,680971,Juan Baez,800345,Cooper Pratt,806198,Jadher Areinamo,699130,Ramón Rodríguez,670232,Eduarqui Fernandez,682631,Jesus Chirinos,678652,Daniel Guilarte,694206,Reidy Mercado,680586,Reece Walling,800617,"Castillo, L",622491,castilu02,Speier,642100,speiega01,"Muñoz, A",662253,munozan01,Adcock,686654,adcocty01,VanScoter,804577,"Peralta, F",642547,peralfr01,Bennett,668711,Payamps,606303,payamjo01,Megill,656730,megiltr01,Myers,668964,myersto01,Rund,810921
