game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2023-07-01,717543,4,19,23,CJ Abrams,682928,abramcj01,Ildemaro Vargas,545121,vargail01,Michael Chavis,656308,chavimi01,Stone Garrett,656448,garrest01,Dominic Smith,642086,smithdo02,Keibert Ruiz,660688,ruizke01,Lane Thomas,657041,thomala02,Derek Hill,656537,hillde01,Luis García Jr.,671277,garcilu04,Brandon Marsh,669016,marshbr02,Bryce Harper,547180,harpebr03,Edmundo Sosa,624641,sosaed01,Kody Clemens,665019,clemeko01,Alec Bohm,664761,bohmal01,Josh Harrison,543281,harrijo05,Cristian Pache,665506,pachecr01,Kyle Schwarber,656941,schwaky01,Garrett Stubbs,596117,stubbga01,Gore,669022,gorema01,Willingham,686294,william01,La Sorsa,686747,lasorjo01,Ward,663658,wardth01,Ferrer,678606,ferrejo01,"Abbott, C",676265,abbotco01,"Vargas, I",545121,vargail01,Wheeler,554430,wheelza01,"Vasquez, A",607755,vasquan02,Covey,592229,coveydy01
