game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-12,748000,1,5,6,Cal Conley,695462,Kevin Kilpatrick Jr.,687201,Luke Waddell,680672,Justin Dean,681909,Nacho Alvarez Jr.,805373,Keshawn Ogans,687248,Drake Baldwin,686948,Cade Bunnell,685298,Skye Bolt,621450,boltsk01,Tres Gonzalez,687206,Jack Brannigan,687394,Sergio Alcántara,642727,alcanse01,Joe Perez,669309,perezjo02,Jase Bowen,687749,Ali Sánchez,645305,sanchal04,Termarr Johnson,702261,Grant Koch,667428,Seth Beer,666179,beerse01,"López, R",625643,lopezre01,Moran,572383,moranbr01,"Jiménez, J",641729,jimenjo02,Mejia,681256,Anderson,502624,anderch01,Holderman,670059,holdeco01,Fleming,676596,flemijo01,Borucki,621366,borucry01,Nicolas,693312,nicolky01,"Peralta, Wi",503449,peralwi01
