game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID,Home_P_9_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
747908,2024-03-18,7,3,10,139,Tampa Bay Rays,144,Atlanta Braves,27003,27009,Ronald Acuña Jr.,660670,acunaro01,Luis Guillorme,641645,guilllu01,Austin Riley,663586,rileyau01,Travis d'Arnaud,518595,darnatr01,David Fletcher,664058,fletcda02,Forrest Wall,657088,wallfo01,Eli White,642201,whiteel04,Luke Williams,663897,willilu01,Yandy Díaz,650490,diazya01,Brandon Lowe,664040,lowebr01,Randy Arozarena,668227,arozara01,Harold Ramírez,623912,ramirha02,Isaac Paredes,670623,paredis01,Amed Rosario,642708,rosaram01,Richie Palacios,680700,palacri01,José Caballero,676609,cabaljo01,Chris Devenski,606965,devench02,Max Fried,608331,friedma01,Phil Maton,664208,matonph01,Jason Adam,592094,adamja01,Kevin Kelly,687330,kellyke02,Manuel Rodríguez,655889,rodrima01,Joe Record,682489,unknown,Keyshawn Askew,681094,unknown,Jacob Waguespack,621097,wagueja01,Alfredo Zarraga,700287,unknown,Zach Logue,656657,logueza01,unknown
