game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-24,642113,1,4,5,Darick Hall,669742,hallda02,Travis Jankowski,608671,jankotr01,Luis García,677593,Matt Vierling,663837,vierlma01,Luke Williams,663897,willilu01,Christian Bethancourt,542194,bethach01,Bryson Stott,681082,stottbr01,Odúbel Herrera,546318,herreod01,Johan Rojas,679032,rojasjo03,Victor Reyes,622682,reyesvi01,Zack Short,670097,shortza01,Renato Núñez,600524,nunezre01,Akil Baddoo,668731,baddoak01,Isaac Paredes,670623,paredis01,Grayson Greiner,606988,greingr01,Dustin Garneau,572863,garnedu01,Ryan Kreidler,668952,kreidry01,Derek Hill,656537,hillde01,Nova,467100,novaiv01,"Romero, J",668941,romerjo01,Rondón,444468,rondohe01,Coonrod,656322,coonrsa01,Ureña,570632,urenajo01,"Garcia, B",650530,garcibr01,"Holland, D",502706,hollade01,Norris,596057,norrida01,"Farmer, B",571656,farmebu01,"Alexander, T",641302,alexaty01
