game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-17,719075,1,7,8,Esteban Gonzalez,691416,Erick Caripa,691407,Angel Contreras,691409,Emerson Purroy,699806,Sterling Romero,682682,Simon Rodriguez,691425,Bryan Lavastida,681526,lavasbr01,Fran Alduey,694199,Rafael Ramirez Jr.,800201,Austin Callahan,702472,Michel Triana,691403,Daniel Vellojin,678962,Austin Hendrick,690988,Quincy McAfee,687331,TJ Hopkins,686759,hopkitj01,Nick Quintana,666161,Ashton Creal,689328,Jose Torres,686958,Civale,650644,civalaa01,Hanner,690440,Morgan,669212,morgael01,Curry,675540,curryxz01,"Kelly, M",547184,kellymi03,Ashcraft,668933,ashcrgr01,Sousa,656986,sousabe01,"Law, D",571882,lawde01,Kuhnel,669270,kuhnejo01,Strickland,519326,strichu01,"Farmer, B",571656,farmebu01
