game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-02,719311,6,6,Korey Lee,686676,leeko01,Scott Schreiber,676073,David Hensley,682073,henslda01,Grae Kessinger,666197,kessigr01,Ross Adolph,680244,Rylan Bannon,676625,bannory01,C.J. Stubbs,667690,Leosdany Molina,702416,Zach Daniels,671113,Jordan Walker,691023,walkejo02,Alec Burleson,676475,burleal01,Kramer Robertson,670298,roberkr01,Moisés Gómez,664332,Óscar Mercado,640458,mercaos01,Tres Barrera,668663,barretr01,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Taylor Motter,600301,motteta01,"Valdez, F",664285,valdefr01,Javier,664299,javiecr01,Neris,593576,nerishe01,"Abreu, B",650556,abreubr01,Buttrey,621142,buttrty01,Murray,681151,Wainwright,425794,wainwad01,Woodford,663765,woodfja01,"Hicks, J",663855,hicksjo03,"Romero, J",668941,romerjo01,"Rodríguez, W",516853,rodriwi02
