game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-28,642217,5,6,11,Matt Beaty,607461,beatyma01,Keibert Ruiz,660688,ruizke01,Luke Raley,670042,raleylu01,Miguel Vargas,678246,vargami01,Zach McKinstry,656716,mckinza01,Edwin Ríos,621458,riosed01,Kody Hoese,682210,Michael Busch,683737,buschmi02,Zach Reks,676646,reksza01,Anthony Bemboom,621532,bemboan01,Albert Pujols,405395,pujolal01,Taylor Ward,621493,wardta01,Jose Iglesias,578428,iglesjo01,Jon Jay,445055,jayjo02,Anthony Rendon,543685,rendoan01,Jose Rojas,670351,rojasjo02,Jared Walsh,665120,walshja01,Juan Lagares,501571,lagarju01,Gonsolin,664062,gonsoto01,Varland,681402,varlagu01,Pazos,572021,pazosja01,Cleavinger,664076,cleavga01,Heaney,571760,heanean01,Rowen,594985,rowenbe01,Canning,656288,cannigr01,Sandoval,663776,sandopa02,Mayers,594577,mayermi01,"Iglesias, R",628452,iglesra01
