game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-08,642106,3,10,13,Edwin Díaz,641521,Cody Thomas,642137,thomaco01,Vimael Machín,605353,machivi01,Tyler Soderstrom,691016,soderty01,Pete Kozma,518902,kozmape01,Michael Reed,642002,Frank Schwindel,643524,schwifr01,Skye Bolt,621450,boltsk01,Francisco Peña,506747,penafr01,Seuly Matias,665890,Kelvin Gutiérrez,642721,gutieke01,Anderson Miller,663402,Kyle Isbel,664728,isbelky01,Bobby Witt Jr.,677951,wittbo02,Jeison Guzmán,665834,MJ Melendez,669004,melenmj01,Ryan O'Hearn,656811,ohearry01,Emmanuel Rivera,656896,riverem01,Dunshee,670161,Petit,433589,petityu01,Howard,641709,Blackham,657518,Singer,663903,singebr01,Lovelady,663992,lovelri01,Brentz,641394,brentja01,Lynch IV,663738,lynchda02,"Barlow, S",605130,barlosc01
