game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-08,719208,1,5,6,Shane Matheny,676847,Michael Gigliotti,669377,Kyle Schwarber,656941,schwaky01,Kyle Higashioka,543309,higasky01,Carter Aldrete,666177,Pete Alonso,624413,alonspe01,Hayden Cantrelle,676463,Cedric Mullins,656775,mullice01,Bobby Witt Jr.,677951,wittbo02,Ricardo Genovés,665648,Brett Auerbach,682266,Logan Wyatt,668824,Damon Dues,680815,Bryce Johnson,669369,johnsbr03,Tyler Fitzgerald,666149,fitzgty01,Clint Coulter,621520,Blake Sabol,666165,sabolbl01,Luis Matos,682641,matoslu02,Mikolas,571945,mikolmi01,Gates,688753,Pressly,519151,pressry01,Ottavino,493603,ottavad01,Graveman,608665,graveke01,Adam,592094,adamja01,Bednar,670280,bednada01,DeSclafani,543101,desclan01,Manaea,640455,manaese01,Alexander,518397,alexasc02,Brebbia,605154,brebbjo01,Llovera,661440,llovema01
