game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-16,719099,3,1,4,A.J. Vukovich,691021,Kevin Graham,681184,Channy Ortiz,671495,Gavin Conticello,695521,Tristin English,663536,Jose Herrera,645444,herrejo04,Wilderd Patiño,679741,Brett Johnson,805842,Camden Duzenack,670427,Christopher Morel,666624,morelch01,Parker Chavers,685091,Zach McKinstry,656716,mckinza01,Nelson Maldonado,663891,Mike Tauchman,643565,tauchmi01,Bryce Windham,690180,Sergio Alcántara,642727,alcanse01,Christian Franklin,681047,Levi Jordan,682119,Bumgarner,518516,bumgama01,McAllister,502083,mcallza01,Sulser,642121,sulseco01,Pfaadt,694297,pfaadbr01,Smyly,592767,smylydr01,Boxberger,502202,boxbebr01,Fulmer,605242,fulmemi01,"Thompson, K",624522,thompke02,Hughes,676714,hughebr01,Burdi,595897,burdini01
