game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-27,707117,2,5,7,Bret Boswell,641385,Wynton Bernard,592144,bernawy01,Carlos Pérez,542208,perezca02,Aaron Schunk,668845,Isaac Collins,686555,Grant Lavigne,680693,Tim Lopes,621005,lopesti01,Jameson Hannah,680683,Julio Carreras,679734,Jordan Lawlar,691783,lawlajo01,Tim Tawa,694374,Jordan Luplow,656669,luplojo01,Dominic Canzone,686527,canzodo01,Deyvison De Los Santos,691277,Camden Duzenack,670427,Corbin Carroll,682998,carroco02,Seth Beer,666179,beerse01,Juan Graterol,492802,grateju01,Rolison,669020,"Smith, C",663385,smithch12,Goudeau,623485,goudeas01,Blach,621389,blachty01,Colomé,517008,colomal01,Bumgarner,518516,bumgama01,Stumpo,686933,Poppen,664092,poppese01,Melancon,453343,melanma01,"Pérez, O",424144,perezol01,Henry,674072,henryto01
