game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-16,747933,1,5,6,Jax Biggers,680890,Sandro Fabian,660758,Justin Foscue,679822,foscuju01,Blaine Crim,688760,Aaron Zavala,701648,Cameron Cauley,695508,Marcus Smith,687526,Frainyer Chavez,669413,Matt Whatley,675662,Owen Miller,680911,milleow01,Ethan Murray,696140,Brice Turang,668930,turanbr02,Joey Wiemer,686894,wiemejo01,Christian Yelich,592885,yelicch01,Joey Ortiz,687401,ortizjo06,Jackson Chourio,694192,chourja01,Sal Frelick,686217,frelisa01,Eric Haase,606992,haaseer01,"Rodríguez, Y",666720,rodriye01,Burke,656271,burkebr01,Pruitt,643493,pruitau01,"Taylor, B",642130,taylobl01,Castillo. D,650895,castidi01,Church,687847,Tinoco,622786,tinocje01,"Peralta, F",642547,peralfr01,Milner,571948,milneho01,Megill,656730,megiltr01,Vieira,600986,vieirth01,"Paredes, E",660600,pareden01
