game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-17,747924,4,9,13,Yoyner Fajardo,679938,Anthony Prato,668791,Chris Williams,675910,Seth Gray,680799,Jose Miranda,669304,miranjo01,Maddux Houghton,806368,Willie Joe Garry Jr.,681831,Jose Salas,691191,Rubel Cespedes,686438,Miguel Hiraldo,677599,Will Robertson,683770,Rainer Nunez,678742,Steward Berroa,672642,Max McDowell,664120,Payton Henry,668721,henrypa01,Tanner Morris,671088,Josh Kasevich,688460,Gabriel Martinez,683447,Duarte,650960,duartda01,Alcala,660896,alcaljo01,Funderburk,681892,fundeko01,"Harris, H",665048,harriho02,Boushley,676961,boushca01,Stankiewicz,694496,Rodríguez,684320,rodriya01,"White, M",669952,whitemi03,Watson,681890,Pearson,663878,pearsna01,Pardinho,672078
