game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-25,718966,9,4,13,Cal Conley,695462,Hudson Potts,668888,Ehire Adrianza,501303,adriaeh01,Cody Milligan,687862,Luke Waddell,680672,Drake Baldwin,686948,Ethan Workinger,689688,Ryan Casteel,592205,Magneuris Sierra,642423,sierrma01,Yoyner Fajardo,679938,Dalton Kelly,665138,Jorel Ortega,687567,Kala'i Rosario,693850,Chris Williams,675910,Misael Urbina,682618,Hernán Pérez,541650,perezhe01,Tanner Schobel,802355,DaShawn Keirsey Jr.,680577,Wright,657140,wrighky01,"Anderson, N",623433,anderni01,"Lee, D",669276,leedy01,Tonkin,543859,tonkimi01,"Ramírez, R",641995,ramirro02,McSteen,701151,Ober,641927,oberba01,"De León, J",592254,deleojo03,Phillips,641974,"López, Jo",605347,lopezjo02,Jax,643377,jaxgr01,Grace,681322
