game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-19,747891,8,9,17,Tyler Tolbert,686475,Kyle Isbel,664728,isbelky01,Austin Nola,543592,nolaau01,Devin Mann,669471,John Rave,670231,Nate Eaton,681987,eatonna01,Cam Devanney,687478,Shervyen Newton,665989,Logan Porter,682515,portelo01,David Villar,681584,villada01,Yusniel Díaz,666783,diazyu01,Tyler Fitzgerald,666149,fitzgty01,Marco Luciano,682617,luciama01,LaMonte Wade Jr.,664774,wadela01,Pablo Sandoval,467055,sandopa01,Donovan Walton,622268,waltodo01,Ismael Munguia,665998,Jakson Reetz,656883,reetzja01,"Lugo, S",607625,lugose01,Dipoto,665167,Cessa,570666,cessalu01,"Anderson, N",623433,anderni01,Sauer,669422,sauerma01,Altavilla,656186,altavda01,Pennington,679156,Bivens,702352,"Garrett, A",607237,garream01,Sanchez,678738,Stashak,664054,stashco01,Garza,621057,garzaju01,Olsen,695296,Swiney,676464
