game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-02,748136,3,14,17,Brett Phillips,621433,phillbr02,Mark Payton,592622,paytoma01,Adam Hackenberg,680753,Tim Elko,671284,Zach Remillard,621545,remilza01,Oscar Colás,693049,colasos01,Lenyn Sosa,672820,sosale01,Zach DeLoach,676113,deloaza01,Colson Montgomery,695657,Sandro Fabian,660758,Daniel Mateo,686863,Cody Freeman,683227,Sebastian Walcott,806964,Abimelec Ortiz,694673,Aaron Zavala,701648,Frainyer Chavez,669413,Matt Whatley,675662,Liam Hicks,689414,Cease,656302,ceasedy01,Berroa,672860,berropr01,Ray,687258,"Hill, T",657612,hillti01,"Shaw, B",543766,shawbr01,Solesky,686678,"Pérez, A",680970,Nastrini,680897,nastrni01,"Gray, Jn",592351,grayjo02,Burke,656271,burkebr01,Shreve,592741,shrevch01,Leiter,683004,leiteja01,Yates,489446,yateski01,"Greene, S",572888,greensh02,Pruitt,643493,pruitau01
