game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-16,747936,9,11,20,Armando Alvarez,669137,Esteury Ruiz,665923,ruizes01,Darell Hernaiz,687231,hernada04,Jack Winkler,676466,Drew Swift,669439,Jonny Butler,695358,Daz Cameron,663662,camerda01,Hoy Park,660829,parkho01,Daniel Susac,691740,Coco Montes,663796,monteco01,Aaron Schunk,668845,Sam Hilliard,656541,hillisa01,Nick Mears,683232,mearsni01,Alan Trejo,676701,trejoal01,Willie MacIver,680862,Sean Bouchard,656248,bouchse01,Bradley Zimmer,605548,zimmebr01,Elehuris Montero,660707,monteel01,Muller,666205,mulleky01,"Jackson, Z",667427,jacksza02,O'Loughlin,672552,"Moreno, G",642575,Baum,666121,Freeland,607536,freelky01,Kinley,641755,kinlety01,Beeks,656222,beeksja02,"Lawrence, J",664875,lawreju01,Carasiti,571539,carasma01,Mears,683232,mearsni01
