game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-13,719143,9,3,12,Jaylin Davis,664041,davisja03,Matt Winaker,675980,Brett Baty,683146,batybr01,Junior Tilien,691708,Nick Meyer,680722,Omar De Los Santos,684519,DJ Stewart,621466,stewadj01,Hayden Senger,663584,Tanner Murphy,669282,Nasim Nuñez,683083,nunezna01,Xavier Edwards,669364,edwarxa01,Dane Myers,667472,myersda01,Paul McIntosh,682192,Brian Miller,675649,millebr03,Alex De Goti,621008,degotal01,Jorge Caballero,672850,C.J. Hinojosa,546994,Renny Hidalgo,691586,Megill,656731,megilty01,Robertson,502085,roberda08,Nogosek,668665,nogosst01,Yacabonis,642231,yacabji01,Brigham,656257,brighje01,"Garrett, B",666129,garrebr01,"Quezada, J",629498,quezajo01,Bice,670393,"Scott, Tan",656945,scottta01,Floro,571670,florody01,Puk,640462,pukaj01,Okert,595345,okertst01,Simpson,681006
