game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2024-03-15,747951,Vinnie Pasquantino,686469,pasquvi01,Kyle Isbel,664728,isbelky01,Maikel Garcia,672580,garcima01,Garrett Hampson,641658,hampsga01,Nick Loftin,679845,loftini01,John Rave,670231,Trevor Werner,687731,Freddy Fermin,666023,fermifr01,Drew Waters,671221,waterdr01,Elly De La Cruz,682829,delacel01,Tyler Stephenson,663886,stephty01,Josh Harrison,543281,harrijo05,Jeimer Candelario,600869,candeje01,Spencer Steer,668715,steersp01,Matt McLain,680574,mclaima01,TJ Friedl,670770,friedtj01,Jonathan India,663697,indiajo01,Jake Fraley,641584,fraleja01,Marsh,679525,marshal01,Lodolo,666157,lodolni01
