game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-11,748018,3,5,8,Shayne Fontana,687833,Donta' Williams,676024,David Bañuelos,675915,banueda01,John Rhodes,687981,Samuel Basallo,694212,TT Bowens,688449,Coby Mayo,691723,Errol Robinson,642021,Connor Norby,681393,Grant Richardson,685300,Luis Torrens,620443,torrelu01,Jace Avina,701778,Caleb Durbin,702332,Jesus Rodriguez,683679,Ben Rice,700250,Jeter Downs,669023,downsje01,Jorbit Vivas,678391,Brandon Lockridge,663604,Teheran,527054,teherju01,Baumann,657508,baumami01,Zimmermann,669145,zimmebr02,Hoffman,676510,"Warren, W",701542,Holmes,605280,holmecl01,"Hamilton, I",641656,hamilia01,Morris,663752,morrico01,Neely,680891
