game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-16,719100,10,1,11,Gabriel Rincones Jr.,687282,Hao-Yu  Lee,701678,Cam Cannon,669069,Nick Podkul,674951,Pedro Martinez,680932,Jack Conley,663660,Adony Mejia,684093,Cade Fergus,681495,Garrett Whitley,663605,Andrew Navigato,685382,Brendon Davis,663478,davisbr04,Donny Sands,664848,sandsdo01,Jermaine Palacios,650339,palacje01,Trei Cruz,669360,Michael Papierski,657709,papiemi01,Jonathan Davis,641505,davisjo05,Andrew Knapp,595284,knappan01,Cristian Santana,694184,Wheeler,554430,wheelza01,"Walker, J",668683,walkeje02,Moore,686842,mooremc01,Jewell,657228,jewelja01,Schultz,669697,Turnbull,605513,turnbsp01,Foley,671345,foleyja01,Wingenter,622259,wingetr01,Shreve,592741,shrevch01,"Fry, J",605240,fryja01,"Hill, G",682051,hillga02
