game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-11,748009,1,5,6,Lolo Sanchez,665975,Thayron Liranzo,699073,Noah Miller,695653,Damon Keith,701618,Kendall George,806077,Chris Okey,608360,okeych01,Yeiner Fernandez,691558,Hunter Feduccia,676439,Alex Freeland,690976,Joe Lampe,802407,Johnathan Rodriguez,671286,rodrijo10,Petey Halpin,690984,Deyvison De Los Santos,691277,Yordys Valdes,686798,Dom Nuñez,624513,nunezdo01,Raynel Delgado,669384,Kyle Manzardo,700932,manzaky01,Juan Brito,682877,"Miller, Bo",676272,millebo06,Hobbs,669419,Wilson,458677,wilsoju10,Varland,681402,varlagu01,Harris,677946,Gamboa,687941,McKenzie,663474,mckentr01,"Clase, E",661403,claseem01,Carrasco,471911,carraca01,Gaddis,683769,gaddihu01,Sandlin,680704,sandlni01
