game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,over_under_runline
745340,2024-05-10,2,4,6,137,San Francisco Giants,113,Cincinnati Reds,26997,27000,TJ Friedl,670770,friedtj01,Elly De La Cruz,682829,delacel01,Mike Ford,645801,fordmi01,Spencer Steer,668715,steersp01,Jake Fraley,641584,fraleja01,Tyler Stephenson,663886,stephty01,Jeimer Candelario,600869,candeje01,Will Benson,666181,bensowi01,Austin Slater,596103,slateau01,Thairo Estrada,642731,estrath01,LaMonte Wade Jr.,664774,wadela01,Wilmer Flores,527038,florewi01,Matt Chapman,656305,chapmma01,Heliot Ramos,671218,ramoshe02,Casey Schmitt,669477,schmica01,Tyler Fitzgerald,666149,fitzgty01,Logan Webb,657277,webblo01,Andrew Abbott,671096,abbotan01,Erik Miller,669062,milleer01,Tyler Rogers,643511,rogerty01,Emilio Pagán,641941,paganem01,Justin Wilson,458677,wilsoju10,Lucas Sims,608371,simslu01,Alexis Díaz,664747,diazal03,7.0
