game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-21,747865,3,3,6,Gavin Sheets,657757,sheetga01,Andrew Benintendi,643217,beninan01,Paul DeJong,657557,dejonpa01,Deivi García,665620,garcide01,Luis Robert Jr.,673357,roberlu01,Nicky Lopez,670032,lopezni01,Chuckie Robinson,642020,robinch04,Mike Moustakas,519058,moustmi01,Kevin Pillar,607680,pillake01,Tucker Bradley,674646,Joe Gray Jr.,669336,Jack Pineda,801442,Mike Brosseau,670712,brossmi01,Nate Eaton,681987,eatonna01,Gavin Cross,688457,Brett Squires,689531,Leonel Valera,665987,Sandy León,506702,leonsa01,Crochet,676979,crochga01,Ray,687258,Leasure,673929,leasujo01,Brebbia,605154,brebbjo01,"Hill, T",657612,hillti01,"García, D",665620,garcide01,Hoffmann,694851,Long,669674,longsa01,Lyles,543475,lylesjo01,"Stratton, C",608717,stratch01,Altavilla,656186,altavda01
