game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-09,761561,2,4,6,Zavier Warren,680518,Noah Campbell,668929,Brock Wilken,694385,Eric Brown Jr.,687521,Joey Ortiz,687401,ortizjo06,Chavez Young,669945,Jackson Chourio,694192,chourja01,Chris Roller,676896,rollech01,Carlos D. Rodriguez,677578,Lawrence Butler,671732,butlela01,Armando Alvarez,669137,Max Muncy,691777,Yohel Pozo,650968,pozoyo01,Cooper Bowman,688682,Kyle McCann,668832,mccanky01,Logan Davidson,669722,Jeisson Rosario,671271,Hoy Park,660829,parkho01,McKendry,679928,Bukauskas,656266,bukaujb01,Zastryzny,642239,zastrro01,Koenig,657649,koenija01,"Paredes, E",660600,pareden01,Blalock,687134,Sears,676664,searsjp01,"Reyes, Ger",622103,reyesge01,"Kelly, M",547184,kellymi03,O'Loughlin,672552,"Ferguson, T",621053,ferguty01
