game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
716650,2023-09-09,6,2,8,108,Los Angeles Angels,114,Cleveland Guardians,26998,27014,Steven Kwan,680757,kwanst01,José Ramírez,608070,ramirjo01,Josh Naylor,647304,naylojo01,Ramón Laureano,657656,laurera01,Tyler Freeman,671289,freemty01,Andrés Giménez,665926,gimenan01,Gabriel Arias,672356,ariasga01,Myles Straw,664702,strawmy01,Randal Grichuk,545341,grichra01,Brandon Drury,592273,drurybr01,Mike Moustakas,519058,moustmi01,Logan O'Hoppe,681351,ohopplo01,Matt Thaiss,642136,thaisma01,Eduardo Escobar,500871,escobed01,Trey Cabbage,663550,cabbatr01,Kyren Paris,677347,parisky01,Tyler Anderson,542881,anderty01,Lucas Giolito,608337,giolilu01,Carlos Estévez,608032,estevca01,Xzavion Curry,675540,curryxz01,9.0
