game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-04,719275,4,5,9,Evan Carter,694497,carteev01,Luisangel Acuña,682668,Dustin Harris,687957,Sandro Fabian,660758,Joe McCarthy,663411,mccarjo04,Ezequiel Duran,677649,duranez01,Matt Whatley,675662,Jonathan Ornelas,680716,orneljo01,Davis Wendzel,673995,wendzda01,Lenyn Sosa,672820,sosale01,Bryan Ramos,682868,ramosbr01,Victor Reyes,622682,reyesvi01,Carlos Pérez,656024,perezca03,Erik González,570481,gonzaer01,Jake Burger,669394,burgeja01,José Rodríguez,679563,rodrijo09,Billy Hamilton,571740,hamilbi02,Jake Marisnick,545350,marisja01,"Pérez, M",527048,perezma02,"Barnes, J",606930,barneja01,"Barlow, J",669618,barlojo01,"Rodríguez, Y",666720,rodriye01,Lee,695445,Moronta,606625,moronre01,Kelly,681520,Scholtens,669947,scholje01,"Shaw, B",543766,shawbr01,Padilla,656820,padilni01,German,681464,germafr02,Ramsey,682010,ramsela02,"Pérez, A",680970
