game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-02-27,748210,10,3,13,Brady House,691781,Nasim Nuñez,683083,nunezna01,Travis Blankenhorn,663905,blanktr01,Alex Call,669743,callal02,Juan Yepez,660766,yepezju01,Lewin Díaz,650331,diazle01,Darren Baker,671117,Drew Millas,686452,milladr01,Jacob Young,696285,youngja03,Shay Whitcomb,694376,Pedro León,694175,Kenedy Corona,685744,Jordan Brewer,685084,Chad Stevens,677060,Luke Berryhill,666124,Miguel Palma,682692,Will Wagner,695238,Zach Daniels,671113,Davies,605200,davieza02,Bleier,542947,bleieri01,"Barnes, J",606930,barneja01,Gsellman,607229,gsellro01,Adon,672851,adonjo01,Weems,607179,weemsjo01,Knowles,686731,Urquidy,664353,urquijo01,Coleman,669395,colemdy01,Strotman,675977,"Scott, Tay",605463,scottta02,Kuhnel,669270,kuhnejo01,Gaither,668877,McDonald,680423
