game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-27,706938,6,1,7,David Villar,681584,villada01,Brett Auerbach,682266,Bryce Johnson,669369,johnsbr03,Luis González,670768,gonzalu03,Heliot Ramos,671218,ramoshe02,Patrick Bailey,672275,bailepa01,Marco Luciano,682617,luciama01,Frankie Tostado,676762,Jason Vosler,613564,vosleja01,Michael Stefanic,683021,stefami01,Jack Mayfield,608686,mayfija01,Orlando Martinez,678636,Jose Rojas,670351,rojasjo02,Andrew Velazquez,623205,velazan01,Dillon Thomas,605504,thomadi01,Braxton Martinez,664097,Magneuris Sierra,642423,sierrma01,Chad Wallach,595453,wallach01,Cobb,502171,cobbal01,Alvarez,501625,alvarjo02,Littell,641793,litteza01,Doval,666808,dovalca01,Hjelle,663546,hjellse01,"Williams, T",592865,willita01,Sandoval,663776,sandopa02,"Ramos, A",573109,ramosaj01,Moran,572383,moranbr01,Barraclough,607457,barraky01,Weiss,592848,weissza01,Kristofak,670219,kristza01
