game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID
2024-02-26,748220,11,9,20,Caleb Hamilton,643348,hamilca01,Tucker Flint,687272,Livan Soto,670869,sotoli01,Charles Leblanc,641779,leblach01,Cole Fontenelle,694304,Jake Marisnick,545350,marisja01,Miguel Sanó,593934,sanomi01,Kyren Paris,677347,parisky01,Nelson Rada,703185,Yusniel Díaz,666783,diazyu01,Cooper Hummel,669450,hummeco01,David Villar,681584,villada01,Brett Wisely,689172,wiselbr01,Yoshi Tsutsugo,660294,tsutsyo01,Blake Sabol,666165,sabolbl01,Ismael Munguia,665998,Grant McCray,687529,Otto Lopez,672640,lopezot01,Canning,656288,cannigr01,"Soriano, J",667755,soriajo02,Joyce,690829,joycebe01,Miller,668943,Urena,700712,Dashwood,669081,"Thomas, T",668869,Black,696131,blackma01,"Rogers, Ta",573124,rogerta01,"Wright, C",686819,Doval,666808,dovalca01,Small,663629,smallet01,McDonald,686790,Jensen,669192,Kiest,641750,Olsen,695296
