game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-13,747980,19,11,30,Austin Callahan,702472,Eric Yang,687066,Austin Hendrick,690988,Hayden Jones,681348,Justice Thompson,681142,Victor Acosta,694193,Alex McGarry,685127,Anthony Alford,546990,alforan01,Miguel Hernandez,665912,Tyler Fitzgerald,666149,fitzgty01,David Villar,681584,villada01,Chase Pinder,676198,Marco Luciano,682617,luciama01,Pablo Sandoval,467055,sandopa01,Casey Schmitt,669477,schmica01,Joey Bart,663698,bartjo01,Ismael Munguia,665998,Luis Matos,682641,matoslu02,Montas,593423,montafr02,Kravetz,667478,Bruihl,677865,bruihju01,Maxwell,687209,Gray,682608,Legumina,668984,legumca01,Rudd,695297,Black,696131,blackma01,Jensen,669192,"Walker, R",676254,walkery01,Dula,702471,"Garrett, A",607237,garream01,Small,663629,smallet01,Sanchez,678738
