game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID
745814,2024-06-08,2,7,9,121,New York Mets,143,Philadelphia Phillies,27014,26995,Kyle Schwarber,656941,schwaky01,J.T. Realmuto,592663,realmjt01,Bryce Harper,547180,harpebr03,Alec Bohm,664761,bohmal01,Nick Castellanos,592206,casteni01,Bryson Stott,681082,stottbr01,Edmundo Sosa,624641,sosaed01,Whit Merrifield,593160,merriwh01,Francisco Lindor,596019,lindofr01,Pete Alonso,624413,alonspe01,Brandon Nimmo,607043,nimmobr01,J.D. Martinez,502110,martijd02,Starling Marte,516782,martest01,Mark Vientos,668901,vientma01,Harrison Bader,664056,baderha01,Jose Iglesias,578428,iglesjo01,Sean Manaea,640455,manaese01,Ranger Suárez,624133,suarera01,Sean Reid-Foley,656887,reidfse01,Adrian Houser,605288,housead01,Danny Young,664849,youngda02,Adam Ottavino,493603,ottavad01,Jake Diekman,518617,diekmja01,Orion Kerkering,689147,kerkeor01,Seranthony Domínguez,622554,dominse01,José Ruiz,614179,ruizjo01
