game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID,Home_P_10_Name,Home_P_10_ID
2023-03-20,719036,6,14,20,Shayne Fontana,687833,Cadyn Grenier,663760,Reed Trimble,701655,Curtis Terry,663799,terrycu01,Robert Neustrom,680438,Greg Cullen,681888,Maverick Handley,668974,Adam Crampton,686956,Gilbert Lara,658677,Kody Clemens,665019,clemeko01,Vimael Machín,605353,machivi01,Darick Hall,669742,hallda02,Scott Kingery,664068,kingesc01,Anthony Quirion,688815,Will Toffey,657780,Weston Wilson,642215,wilsowe01,Matt Alifano,805862,Dalton Guthrie,656495,guthrda01,Bradish,680694,bradiky01,"Knight, B",667421,Elliott,663578,"Bautista, F",642585,bautife01,Politi,681555,"Hall, DL",669084,halldl01,McGinness,687871,"Walker, J",668683,walkeje02,Uelmen,657272,uelmeer01,"Marte, Y",628708,marteyu01,Brogdon,641401,brogdco01,"Hernandez, Cr",678707,Domínguez,622554,dominse01,"Soto, G",642397,sotogr01,Kimbrel,518886,kimbrcr01,Schultz,669697,Perkins,663472
