game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-01,641630,6,5,11,Brent Rooker,667670,rookebr01,Nick Gordon,624503,gordoni01,Kyle Garlick,664247,garliky01,Caleb Hamilton,643348,hamilca01,Keon Broxton,542979,broxtke01,Aaron Sabato,693306,David Bañuelos,675915,banueda01,Drew Maggi,543482,maggidr01,Gilberto Celestino,665482,celesgi01,Greg Jones,675659,Dalton Kelly,665138,Nathan Lukes,664770,lukesna01,Esteban Quiroz,606019,quiroes01,Garrett Whitley,663605,Miles Mastrobuoni,670156,mastrmi01,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,Chris Betts,663341,Thorpe,626929,thorple01,Minaya,573668,minayju01,"Vasquez, A",607755,vasquan02,"Anderson, S",641312,andersh01,Farrell,608652,farrelu01,Jax,643377,jaxgr01,Glasnow,607192,glasnty01,Enns,608650,ennsdi01,"Richards, T",670950,richatr01,Zombro,677742,Moran,572383,moranbr01
