game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-02,748135,3,2,5,Matthew Batten,676946,battema01,Óscar Mercado,640458,mercaos01,Clay Dungan,687867,Jakob Marsee,805300,Eguy Rosario,666703,rosareg01,José Azocar,640492,azocajo01,Homer Bush Jr.,683344,Mason McCoy,669200,mccoyma01,Brett Sullivan,664954,sullibr01,Yusniel Díaz,666783,diazyu01,Cooper Hummel,669450,hummeco01,Tyler Fitzgerald,666149,fitzgty01,David Villar,681584,villada01,Trenton Brooks,670092,Chase Pinder,676198,Ismael Munguia,665998,Luis Matos,682641,matoslu02,Otto Lopez,672640,lopezot01,King,650633,kingmi01,Snelling,702281,"Suarez, R",663158,suarero01,Kolek,663568,kolekst01,Gillaspie,670810,gillalo01,Estrada,669093,estraje01,Black,696131,blackma01,"Rogers, Ta",573124,rogerta01,Doval,666808,dovalca01,"Garrett, A",607237,garream01,McDonald,686790,Small,663629,smallet01,Bivens,702352
