game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-21,719016,4,2,6,Michael Reed,642002,Devin Mann,669471,Hunter Feduccia,676439,Alex Freeland,690976,Yusniel Díaz,666783,diazyu01,Drew Avans,682183,Steven Duggar,621453,duggast01,Jorbit Vivas,678391,Austin Gauthier,702789,Gabriel Arias,672356,ariasga01,Richie Palacios,680700,palacri01,Meibrys Viloria,650619,vilorme01,Roman Quinn,596451,quinnro01,Junior Sanquintin,682628,Will Brennan,686823,brennwi02,Zack Collins,641470,colliza01,David Fry,681807,fryda01,Tyresse Turner,687930,Kershaw,477132,kershcl01,Graterol,660813,gratebr01,Almonte,622075,almonye01,"Miller, S",571946,millesh01,Suero,593833,suerowa01,McKenzie,663474,mckentr01,Karinchak,675916,karinja01,Morillo,677124,Herrin,682120,herriti01,Curry,675540,curryxz01
