game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-25,718963,2,3,5,Jon Berti,542932,bertijo01,Noah Williamson,702476,Zach Zubia,687036,Jose Iglesias,578428,iglesjo01,Garrett Hampson,641658,hampsga01,Jesús Sánchez,660821,sanchje02,Jordan Groshans,677954,groshjo01,Santiago Chávez,622700,Josh Zamora,695031,Nick Dunn,680709,Jeremy Rivas,692405,Scott Hurst,656568,hurstsc01,Noah Mendlinger,702331,Nick Raposo,695596,Victor Scott II,687363,scottvi01,Chase Pinder,676198,Chandler Redmond,687470,Jimmy Crooks,699625,"Cabrera, E",665795,cabreed02,Puk,640462,pukaj01,"Barnes, M",598264,barnema01,Bice,670393,"Cabrera, G",650893,cabrege01,"Romero, J",668941,romerjo01,Gallegos,606149,gallegi01,"Stratton, C",608717,stratch01,Helsley,664854,helslry01,Leahy,681517,leahyky01,Black,667176,Mautz,802408
