game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2024-03-26,747799,7,6,13,Ben Williamson,810938,Aidan Smith,806223,Brock Rodden,801126,Bill Knight,681098,Michael Arroyo,703197,RJ Schreck,702302,Luis Suisbel,692044,Axel Sanchez,692046,Jake Anchia,680971,José Azocar,640492,azocajo01,Luis Campusano,669134,campulu01,Homer Bush Jr.,683344,Kai Murphy,687625,Leodalis De Vries,815888,Nik McClaughry,800597,Ethan Salas,806956,Graham Pauley,688363,paulegr01,Brett Sullivan,664954,sullibr01,"Lawrence, C",596271,lawreca01,"Miller, T",668338,millety01,Snider,676092,snideco01,"Castano, B",680604,Voth,608723,vothau01,Curvelo,681168,Alford,688230,King,650633,kingmi01,Morejon,670970,morejad01,"Vásquez, R",681190,vasqura02,Go,808970,Miller,666202
