gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID
632743,2021-08-26,13,1,14,Shohei Ohtani,660271,ohtansh01,David Fletcher,664058,fletcda02,Phil Gosselin,594838,gosseph01,Jared Walsh,665120,walshja01,Kurt Suzuki,435559,suzukku01,Jo Adell,666176,adelljo01,Brandon Marsh,669016,marshbr02,Jack Mayfield,608686,mayfija01,Juan Lagares,501571,lagarju01,Cedric Mullins,656775,mullice01,Ryan Mountcastle,663624,mountry01,Anthony Santander,623993,santaan02,Trey Mancini,641820,mancitr01,DJ Stewart,621466,stewadj01,Ramón Urías,602104,uriasra01,Pedro Severino,600474,severpe01,Jahmai Jones,663330,jonesja08,Kelvin Gutiérrez,642721,gutieke01,Keegan Akin,669211,akinke01,Jaime Barria,642545,barrija01,Jorge López,605347,lopezjo02,Andrew Wantz,681806,wantzan01,Elvis Peguero,665625,pegueel01,Jake Petricka,502593,petrija01,Jose Quintana,500779,quintjo01,James Hoyt,624586,hoytja01
