game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-18,764837,5,4,9,Manny Machado,592518,machama01,Graham Pauley,688363,paulegr01,Jackson Merrill,701538,merrija01,Tyler Wade,642180,wadety01,Eguy Rosario,666703,rosareg01,Jake Cronenworth,630105,croneja01,José Azocar,640492,azocajo01,Brett Sullivan,664954,sullibr01,Ha-Seong Kim,673490,kimha01,Do Hwan Hur,823591,Bo Gyeong Moon,823575,Sung Ju Moon,823596,Won Yeong Choi,823599,Hyun Jong Kim,823598,Min Jae Shin,823593,Bon Hyeok Gu,823594,Ho-young Son,656098,Jae Won Lee,692873,Cease,656302,ceasedy01,Waldron,663362,waldrma01,Morejon,670970,morejad01,"Vásquez, R",681190,vasqura02,Go,808970,Im,823583,Jung,808973,Kim,823588,Jung,823589,Baek,692736,Yoon,823586,You,823590
